date,value
26-4-2022,300.08
21-6-2022,10.46
10-11-2022,1200.34
8-4-2022,5.23
22-10-2022,2100
28-1-2021,30.3
24-4-2021,300.08
2-6-2021,1200.32
17-3-2022,1200.32
1-2-2022,900.24
24-10-2022,143.36
21-11-2021,3150
15-9-2021,600.16
25-10-2021,1500.4
26-5-2022,20.92
30-6-2022,300.08
9-3-2021,35.84
2-11-2022,2400.68
11-3-2021,300.08
24-12-2022,162.64
6-9-2022,10.46
16-11-2022,23.46
10-2-2022,600.16
13-9-2021,1500.4
28-8-2021,81.32
23-7-2022,5.23
26-9-2021,3000.85
9-10-2021,203.3
6-12-2021,71.68
3-4-2021,900.24
6-2-2021,81.32
17-6-2022,162.64
2-12-2021,20.92
19-1-2023,1800.51
7-11-2021,35.84
10-12-2021,1200.32
4-3-2021,40.66
5-8-2021,900.24
10-1-2021,900.24
17-6-2022,10.46
17-8-2021,900.24
1-7-2021,26.15
9-1-2021,20.92
3-8-2022,46.92
2-4-2021,11.73
25-6-2021,143.36
2-10-2021,900.24
25-6-2022,300.08
14-6-2021,81.32
15-9-2022,26.15
27-5-2021,5.23
12-12-2021,300.08
31-5-2022,5.23
21-3-2022,1200.32
17-2-2023,30.3
11-3-2022,300.08
19-8-2022,143.36
12-9-2022,46.92
24-7-2022,121.98
19-2-2023,1200.32
21-9-2021,1200.32
5-10-2021,1200.32
15-1-2023,3150
5-3-2021,11.73
23-5-2022,20.92
3-6-2022,107.52
15-6-2022,40.66
3-2-2021,60.6
9-4-2021,107.52
15-10-2021,15.15
9-12-2021,600.16
24-6-2022,11.73
21-12-2022,300.08
24-2-2023,11.73
24-11-2021,121.98
15-7-2022,143.36
7-2-2022,45.45
19-12-2021,203.3
13-5-2021,40.66
7-9-2021,162.64
18-11-2022,600.16
25-11-2022,107.52
14-2-2022,1500.4
4-11-2022,900.24
22-11-2021,1800.51
27-7-2022,5.23
23-2-2021,600.16
22-6-2022,900.24
7-3-2021,1500.4
14-3-2022,75.75
13-5-2021,11.73
29-9-2021,300.08
25-6-2021,20.92
20-2-2021,600.16
18-11-2022,179.2
1-2-2021,11.73
10-7-2022,4200
4-1-2022,121.98
25-2-2021,300.08
13-7-2021,121.98
7-11-2022,2100
20-2-2021,20.92
16-12-2021,1500.4
30-3-2022,58.65
25-2-2021,1500.4
22-6-2021,2100
1-10-2021,143.36
18-10-2021,4200
19-10-2022,600.16
20-12-2022,1200.34
24-9-2022,300.08
12-7-2021,5250
14-1-2021,300.08
1-10-2021,300.08
27-3-2021,600.16
30-5-2021,3150
9-2-2021,1500.4
4-4-2021,900.24
16-5-2021,1500.4
10-7-2022,10.46
1-11-2021,600.17
25-3-2022,40.66
21-10-2022,179.2
29-7-2021,900.24
31-5-2021,3000.85
22-5-2022,15.15
27-6-2021,1500.4
22-12-2022,900.24
15-8-2022,600.16
22-6-2022,60.6
19-1-2022,40.66
16-2-2023,1200.32
22-7-2021,10.46
1-1-2023,143.36
31-10-2021,600.16
15-5-2022,300.08
17-1-2021,300.08
3-9-2022,900.24
22-3-2021,203.3
11-10-2021,900.24
19-12-2021,300.08
29-6-2021,5250
29-3-2022,40.66
22-9-2021,1800.51
14-6-2021,81.32
23-8-2022,23.46
14-3-2021,300.08
4-3-2022,1200.32
24-2-2021,4200
5-12-2021,1200.34
2-9-2022,121.98
22-7-2021,35.19
7-1-2021,600.16
16-7-2022,1050
17-2-2021,1200.34
17-8-2022,35.84
9-11-2022,1500.4
19-3-2022,58.65
12-12-2022,203.3
19-6-2022,203.3
3-5-2021,300.08
31-7-2022,107.52
30-8-2021,3150
20-1-2021,900.24
5-1-2021,600.16
23-2-2022,300.08
16-1-2021,300.08
16-9-2021,1500.4
20-1-2021,179.2
1-2-2022,71.68
8-11-2021,1200.32
26-11-2022,1200.34
14-1-2021,1200.34
10-12-2021,35.84
1-10-2021,40.66
21-2-2022,1500.4
27-1-2023,162.64
16-2-2023,300.08
5-2-2022,35.19
27-3-2022,203.3
5-12-2022,81.32
13-10-2021,1200.32
5-5-2021,81.32
4-10-2022,75.75
3-3-2021,81.32
21-2-2023,5.23
7-12-2022,5.23
11-9-2022,900.24
17-7-2022,35.84
26-11-2021,1500.4
1-9-2022,600.17
21-4-2021,26.15
11-10-2022,40.66
25-11-2022,11.73
23-6-2022,179.2
13-6-2021,162.64
21-4-2022,35.84
10-6-2021,1500.4
2-1-2022,1200.32
5-12-2022,30.3
19-10-2022,15.15
12-4-2022,300.08
15-2-2021,40.66
3-7-2022,162.64
24-11-2021,71.68
28-11-2022,162.64
10-2-2023,1500.4
27-11-2021,300.08
7-3-2023,107.52
21-6-2022,900.24
17-5-2021,26.15
1-1-2023,203.3
28-2-2023,10.46
1-3-2022,162.64
17-1-2021,162.64
3-10-2022,2400.68
12-2-2023,2400.68
31-1-2021,1200.32
24-6-2021,900.24
12-3-2022,600.16
24-7-2022,5.23
21-2-2023,35.84
2-6-2021,3000.85
1-2-2023,600.16
30-5-2021,600.16
6-1-2023,10.46
2-9-2022,300.08
5-7-2021,1500.4
9-9-2021,300.08
17-4-2022,3000.85
6-8-2022,2400.68
4-1-2021,143.36
29-7-2022,1200.32
18-1-2023,20.92
28-7-2021,5.23
11-11-2021,143.36
30-12-2021,23.46
15-3-2021,600.16
6-5-2021,179.2
6-6-2021,35.84
24-2-2021,121.98
28-11-2022,2400.68
22-11-2022,2400.68
8-7-2022,1200.32
13-2-2022,107.52
2-7-2021,35.19
4-2-2023,10.46
8-11-2022,1200.32
14-7-2021,600.16
28-6-2022,2400.68
4-2-2022,1200.32
31-7-2022,600.17
26-2-2022,179.2
14-7-2021,1500.4
17-1-2021,35.84
16-12-2021,81.32
12-7-2022,203.3
18-11-2021,1200.32
15-2-2023,2400.68
17-8-2022,600.17
14-10-2022,20.92
31-8-2021,20.92
13-4-2022,300.08
25-9-2022,300.08
28-5-2022,26.15
18-5-2022,600.16
11-11-2022,75.75
2-6-2021,162.64
10-12-2021,20.92
10-1-2022,10.46
14-9-2021,1500.4
30-11-2022,20.92
18-9-2021,45.45
20-3-2021,15.69
15-1-2023,15.69
17-4-2021,15.69
23-1-2022,20.92
30-1-2021,600.17
24-2-2023,1500.4
23-12-2022,600.16
19-5-2022,203.3
1-11-2022,1200.32
15-6-2022,107.52
26-11-2022,10.46
30-6-2022,300.08
1-6-2021,1200.34
24-1-2021,1500.4
27-6-2022,4200
27-10-2021,300.08
28-1-2023,121.98
3-2-2023,600.16
21-7-2022,900.24
1-3-2022,35.19
26-6-2022,900.24
6-8-2021,162.64
9-11-2022,600.16
9-6-2022,179.2
6-4-2021,10.46
4-5-2022,900.24
31-10-2021,300.08
10-10-2021,600.16
15-5-2022,600.17
3-2-2023,900.24
14-5-2021,121.98
11-3-2022,162.64
28-4-2021,15.15
20-10-2022,600.16
11-4-2022,23.46
16-10-2021,300.08
25-10-2021,300.08
23-11-2022,107.52
11-3-2021,15.69
6-11-2022,71.68
14-8-2022,2400.68
13-11-2022,1500.4
3-12-2022,179.2
2-9-2022,46.92
13-11-2021,600.16
1-6-2021,179.2
5-8-2021,600.17
5-7-2021,75.75
8-6-2021,121.98
30-1-2021,1500.4
18-11-2022,121.98
3-5-2022,2100
5-11-2022,2400.68
21-2-2021,11.73
1-7-2021,300.08
25-2-2021,35.84
28-5-2021,300.08
24-3-2021,4200
4-11-2021,11.73
14-4-2021,20.92
25-12-2021,143.36
28-3-2022,900.24
16-10-2022,121.98
28-4-2021,26.15
12-3-2022,40.66
17-5-2021,4200
28-12-2021,26.15
17-1-2023,1500.4
14-3-2021,600.17
16-5-2022,162.64
23-3-2022,3000.85
3-4-2022,1500.4
25-4-2021,600.16
28-7-2021,900.24
28-8-2021,15.69
29-1-2021,300.08
14-8-2022,179.2
10-4-2021,81.32
28-1-2022,5.23
15-2-2021,10.46
20-7-2021,26.15
30-1-2022,71.68
12-3-2021,1200.32
26-1-2023,600.16
2-8-2022,10.46
19-4-2022,15.69
9-1-2021,162.64
16-1-2023,900.24
28-7-2021,26.15
4-8-2021,1200.32
30-3-2022,26.15
15-2-2022,107.52
16-6-2022,10.46
8-10-2022,3150
6-3-2022,900.24
25-8-2021,900.24
10-9-2022,600.16
3-3-2023,600.16
24-6-2021,20.92
5-10-2022,5250
14-12-2022,600.16
15-2-2022,203.3
1-10-2022,81.32
14-3-2021,600.16
14-7-2021,10.46
19-12-2021,81.32
13-10-2021,1500.4
25-7-2022,58.65
7-10-2021,35.19
20-7-2021,30.3
13-6-2022,3150
12-9-2021,75.75
30-9-2022,15.69
21-7-2022,203.3
21-1-2022,1500.4
21-8-2021,107.52
23-12-2021,300.08
14-3-2022,3000.85
24-7-2021,162.64
16-12-2021,20.92
29-12-2022,1500.4
30-4-2022,162.64
27-1-2021,30.3
26-2-2021,20.92
8-8-2021,40.66
13-1-2021,179.2
25-2-2022,4200
9-2-2021,1200.34
11-11-2022,11.73
18-6-2021,900.24
24-10-2022,203.3
24-3-2022,1500.4
19-8-2021,11.73
31-5-2022,23.46
4-12-2021,1500.4
29-10-2021,1200.32
17-7-2021,46.92
19-5-2021,3000.85
2-1-2022,300.08
6-3-2022,900.24
27-7-2021,600.16
21-3-2022,1200.32
23-11-2022,3000.85
16-8-2021,23.46
17-11-2022,179.2
27-6-2021,35.84
7-8-2022,107.52
7-5-2021,162.64
22-11-2021,5250
7-7-2021,1200.32
28-10-2021,1200.32
3-5-2021,5250
6-2-2023,600.16
2-2-2022,300.08
5-12-2022,900.24
26-11-2022,2400.68
9-5-2022,300.08
29-12-2022,121.98
8-11-2021,10.46
17-1-2023,3000.85
19-9-2022,600.16
19-5-2021,1500.4
29-4-2022,203.3
15-6-2021,2400.68
22-7-2022,71.68
3-9-2022,1200.32
17-7-2022,15.69
28-1-2022,1500.4
23-11-2021,600.16
21-10-2022,900.24
29-9-2022,600.16
16-3-2022,600.16
19-5-2021,600.16
5-11-2021,900.24
5-8-2022,1800.51
8-6-2022,71.68
1-10-2022,1500.4
28-4-2022,40.66
1-12-2021,1050
28-4-2021,26.15
6-11-2022,1050
4-1-2023,600.16
26-2-2022,1200.34
15-11-2022,300.08
7-2-2021,1200.32
8-10-2021,1050
11-4-2022,2100
30-4-2022,300.08
14-2-2021,5.23
15-10-2022,203.3
29-1-2023,4200
29-10-2021,600.16
4-5-2022,203.3
18-1-2023,600.16
19-4-2022,10.46
24-11-2022,143.36
21-9-2022,20.92
26-12-2022,26.15
28-9-2021,1200.32
20-3-2022,81.32
13-2-2023,1200.32
5-11-2021,1500.4
9-6-2022,2400.68
16-8-2021,600.16
18-10-2021,11.73
22-11-2021,162.64
6-7-2022,2400.68
26-1-2021,121.98
20-10-2022,600.16
28-2-2021,26.15
5-6-2022,162.64
13-10-2021,900.24
3-2-2021,121.98
30-4-2021,1200.32
8-9-2022,107.52
6-7-2022,20.92
17-11-2022,23.46
23-5-2021,300.08
16-7-2021,81.32
26-8-2021,30.3
15-1-2021,300.08
16-7-2022,71.68
15-3-2022,1200.34
17-6-2022,162.64
14-1-2023,35.84
31-12-2021,3000.85
14-9-2021,20.92
23-7-2022,15.69
1-12-2022,5.23
6-3-2022,3150
19-1-2021,600.16
16-1-2021,2400.68
21-3-2022,1500.4
5-2-2023,58.65
29-5-2022,203.3
1-1-2022,1200.32
19-5-2021,1500.4
7-7-2022,600.17
9-1-2023,5.23
21-6-2021,11.73
30-3-2021,1500.4
14-8-2022,15.69
24-10-2021,26.15
10-9-2021,5.23
4-4-2022,15.69
31-12-2021,45.45
17-2-2023,107.52
14-6-2022,600.17
24-6-2022,121.98
21-8-2021,121.98
18-9-2022,1500.4
5-7-2022,71.68
17-12-2021,600.17
22-3-2022,26.15
20-3-2021,1500.4
19-2-2022,162.64
18-6-2022,40.66
21-4-2021,1200.32
7-3-2021,3000.85
25-7-2021,23.46
30-1-2021,600.16
10-10-2021,26.15
15-3-2022,1500.4
25-10-2022,600.16
6-5-2022,203.3
19-11-2021,600.16
23-3-2021,179.2
15-5-2021,5.23
22-9-2021,300.08
13-9-2022,35.84
20-4-2021,71.68
11-10-2022,81.32
7-6-2021,1200.32
18-1-2021,600.16
3-8-2021,600.16
7-10-2021,1500.4
28-6-2022,900.24
5-6-2021,35.19
10-6-2021,15.69
1-10-2021,900.24
8-8-2021,900.24
30-4-2022,300.08
14-5-2021,81.32
21-2-2022,1500.4
31-12-2022,300.08
25-8-2021,71.68
21-10-2022,35.84
5-2-2021,26.15
29-9-2022,900.24
21-1-2021,600.17
5-10-2022,1200.32
24-7-2021,143.36
29-10-2021,900.24
1-8-2021,10.46
16-1-2023,5250
15-10-2021,2100
14-11-2022,3000.85
8-6-2022,71.68
16-8-2021,600.16
7-2-2023,900.24
18-1-2022,71.68
4-1-2021,3000.85
31-5-2021,15.69
26-7-2021,1500.4
1-12-2022,81.32
13-10-2021,2100
3-2-2022,162.64
22-11-2021,1500.4
12-11-2022,5.23
4-10-2021,35.84
30-8-2021,58.65
1-12-2022,35.19
31-1-2022,20.92
2-1-2021,203.3
10-8-2022,1200.32
1-10-2021,71.68
6-9-2022,1200.32
8-1-2021,5250
19-9-2021,58.65
25-6-2022,600.17
16-9-2022,300.08
8-1-2021,300.08
16-9-2022,2100
18-9-2022,300.08
26-9-2021,600.16
23-10-2021,5.23
3-7-2021,203.3
21-11-2021,300.08
30-6-2022,300.08
1-10-2022,179.2
7-6-2022,600.16
6-8-2021,1200.32
23-7-2022,2100
5-3-2022,600.16
28-12-2022,75.75
17-1-2022,45.45
30-3-2022,1500.4
27-7-2021,1200.32
15-4-2021,35.84
4-12-2021,5.23
18-9-2022,35.84
19-9-2022,1200.32
20-1-2021,162.64
10-7-2022,600.16
4-4-2021,35.84
20-2-2022,107.52
17-4-2022,11.73
14-9-2021,1200.32
14-10-2022,143.36
11-12-2021,35.84
17-3-2021,1500.4
16-10-2021,162.64
12-10-2022,1200.32
27-6-2022,3000.85
30-8-2022,600.16
26-9-2021,10.46
22-5-2021,162.64
10-4-2021,1200.32
26-1-2023,203.3
7-6-2021,15.69
12-3-2022,4200
2-10-2022,1200.34
23-8-2022,1050
2-5-2022,5.23
14-12-2022,107.52
28-2-2022,5.23
5-9-2022,300.08
9-8-2022,121.98
15-11-2021,71.68
14-5-2021,107.52
5-11-2021,1200.34
8-2-2021,35.84
14-2-2022,1200.32
21-9-2022,203.3
13-1-2021,81.32
30-1-2021,58.65
10-2-2021,35.19
11-10-2022,5250
27-2-2023,40.66
16-2-2023,71.68
21-9-2022,900.24
12-4-2022,46.92
13-7-2022,1200.32
5-3-2023,107.52
10-8-2022,162.64
17-12-2022,58.65
11-1-2021,300.08
12-9-2022,179.2
21-2-2022,162.64
31-12-2022,3000.85
12-5-2022,11.73
22-11-2022,600.16
17-9-2021,2100
14-12-2021,10.46
24-3-2021,2100
20-11-2021,300.08
13-7-2021,162.64
9-9-2021,121.98
8-7-2021,107.52
5-1-2023,40.66
2-2-2023,2100
29-3-2022,75.75
5-3-2021,1800.51
2-1-2021,1200.32
1-3-2021,600.16
23-3-2021,900.24
14-4-2021,600.16
21-10-2022,71.68
15-1-2023,143.36
4-7-2022,5.23
9-7-2022,143.36
26-10-2022,1200.32
10-8-2021,10.46
18-2-2022,600.17
7-8-2021,3000.85
18-11-2022,15.69
23-1-2021,1200.32
21-11-2022,2400.68
25-4-2022,203.3
17-2-2022,121.98
19-5-2021,20.92
7-8-2022,1500.4
21-6-2022,1800.51
27-4-2022,900.24
15-12-2021,35.84
26-1-2022,143.36
5-8-2022,1200.32
3-10-2022,35.84
23-4-2022,40.66
20-10-2022,300.08
22-1-2021,300.08
19-6-2022,600.17
31-7-2022,600.16
25-8-2021,3000.85
17-2-2022,600.16
7-4-2022,143.36
6-11-2021,1200.32
5-12-2022,1200.32
20-11-2022,1500.4
28-5-2022,30.3
25-7-2022,600.16
16-1-2021,20.92
3-12-2022,3000.85
30-12-2022,300.08
9-9-2021,1200.32
6-1-2022,1200.34
17-2-2021,3000.85
26-1-2023,600.16
22-2-2023,1200.32
18-1-2022,1500.4
18-2-2022,5.23
28-11-2022,179.2
23-4-2021,3000.85
6-3-2023,600.16
29-1-2021,900.24
30-10-2022,1500.4
31-7-2022,600.16
14-8-2022,3000.85
10-1-2022,121.98
7-2-2021,71.68
1-5-2022,300.08
14-2-2021,3150
9-3-2022,203.3
5-12-2021,143.36
27-8-2021,71.68
15-6-2021,203.3
7-3-2021,10.46
28-4-2022,1500.4
3-4-2021,3000.85
24-5-2021,5.23
10-6-2021,300.08
27-6-2022,75.75
7-7-2021,900.24
5-3-2021,20.92
23-4-2022,203.3
23-1-2023,81.32
8-4-2022,5250
8-6-2022,35.19
6-6-2022,1200.32
14-3-2021,600.16
31-7-2021,2400.68
18-1-2023,179.2
14-3-2021,45.45
30-7-2022,300.08
21-3-2021,81.32
9-6-2022,15.15
31-1-2022,1500.4
6-7-2021,1200.32
5-6-2022,46.92
13-10-2021,71.68
11-3-2021,20.92
12-3-2021,45.45
13-6-2022,35.84
17-5-2021,71.68
30-9-2021,1200.34
19-11-2021,71.68
22-1-2023,300.08
11-6-2022,203.3
9-12-2022,15.69
27-4-2021,300.08
23-5-2022,1500.4
9-9-2021,20.92
25-11-2022,20.92
25-1-2022,81.32
24-11-2021,900.24
22-2-2022,900.24
20-4-2021,15.69
9-12-2022,20.92
13-2-2021,2400.68
6-10-2021,1200.32
9-2-2021,15.69
14-7-2021,1200.34
16-1-2023,1500.4
16-1-2022,121.98
19-4-2021,5.23
23-11-2022,1200.32
29-12-2022,26.15
23-3-2021,121.98
26-5-2021,300.08
27-1-2021,26.15
24-8-2021,4200
16-1-2023,900.24
11-6-2021,300.08
4-10-2022,15.69
28-7-2021,1200.32
31-5-2021,179.2
19-7-2021,162.64
19-7-2022,40.66
15-7-2022,300.08
14-9-2022,107.52
13-2-2021,81.32
25-11-2022,300.08
26-2-2023,300.08
5-3-2023,2400.68
3-7-2022,300.08
29-8-2022,1800.51
27-10-2022,1050
31-1-2023,300.08
26-5-2022,600.17
5-1-2022,300.08
3-2-2021,162.64
6-2-2022,600.16
25-12-2021,2400.68
25-5-2022,11.73
11-1-2022,1500.4
18-7-2022,1050
16-2-2023,15.15
10-1-2023,900.24
27-9-2022,1500.4
7-6-2021,162.64
27-12-2022,600.16
5-12-2021,40.66
3-9-2021,1200.34
28-2-2022,35.84
18-1-2022,2400.68
5-3-2021,900.24
18-5-2021,143.36
10-9-2021,2400.68
2-1-2022,900.24
25-8-2022,300.08
11-8-2021,60.6
4-10-2022,3000.85
13-3-2021,900.24
12-2-2023,162.64
23-4-2022,5250
24-5-2021,23.46
10-7-2021,179.2
30-4-2022,35.19
26-4-2021,143.36
15-6-2022,26.15
5-12-2021,900.24
12-1-2023,900.24
28-6-2021,35.19
4-9-2021,900.24
21-9-2022,600.16
30-11-2022,107.52
11-10-2022,3150
17-12-2021,1200.32
5-12-2021,2400.68
10-5-2021,300.08
20-11-2021,600.17
7-2-2023,1500.4
17-12-2022,23.46
8-7-2022,1500.4
27-3-2021,121.98
29-8-2021,1200.34
3-12-2022,60.6
26-2-2021,179.2
12-8-2021,2100
4-8-2022,3150
20-8-2022,107.52
29-3-2021,1500.4
8-11-2021,26.15
3-1-2023,26.15
11-10-2021,107.52
2-3-2021,600.16
18-1-2021,2400.68
21-9-2022,2400.68
24-1-2022,11.73
29-10-2021,15.15
19-3-2022,1500.4
9-10-2022,5.23
21-9-2022,900.24
7-2-2023,71.68
18-8-2021,143.36
16-1-2023,900.24
27-5-2021,3000.85
2-4-2022,1500.4
21-3-2022,1200.32
15-11-2022,1500.4
30-4-2021,1200.32
22-4-2022,5250
18-12-2022,60.6
11-4-2021,10.46
8-9-2021,600.17
6-1-2023,900.24
14-9-2022,45.45
19-11-2021,40.66
12-5-2022,1500.4
16-9-2022,58.65
21-7-2021,300.08
7-7-2022,81.32
28-12-2022,4200
8-3-2022,1200.32
13-5-2022,1200.34
21-12-2021,300.08
28-2-2023,1500.4
9-3-2022,10.46
19-4-2022,300.08
8-7-2022,203.3
11-3-2022,107.52
11-3-2022,1500.4
30-1-2023,75.75
6-10-2022,30.3
29-10-2021,71.68
17-12-2022,1500.4
27-1-2022,600.16
17-11-2021,15.69
2-7-2022,162.64
19-6-2021,15.69
24-4-2022,107.52
25-8-2021,2100
8-11-2022,1200.32
7-4-2022,179.2
18-7-2022,11.73
11-1-2022,1500.4
14-8-2022,23.46
28-6-2022,3000.85
28-8-2021,5.23
30-10-2021,1200.32
21-3-2021,1200.32
1-1-2021,900.24
1-3-2023,107.52
22-2-2022,1200.32
17-7-2021,1200.32
6-10-2021,15.69
10-2-2021,35.84
8-2-2023,26.15
26-12-2021,26.15
7-9-2021,40.66
17-1-2022,121.98
8-6-2022,2400.68
1-8-2021,35.19
30-6-2021,107.52
7-10-2022,15.69
11-9-2022,5.23
30-1-2021,1500.4
3-4-2021,1200.32
7-1-2022,1200.32
30-1-2023,600.16
9-3-2021,35.19
27-11-2021,1200.32
10-12-2021,900.24
21-1-2021,4200
18-12-2021,121.98
16-2-2022,600.16
26-6-2021,1500.4
23-12-2021,121.98
5-2-2022,1050
7-2-2023,26.15
30-6-2022,15.15
3-11-2022,15.69
25-12-2022,600.16
4-6-2021,900.24
27-5-2021,1500.4
24-10-2022,600.16
15-8-2022,40.66
7-11-2021,900.24
15-1-2021,600.16
23-2-2021,143.36
25-2-2022,600.17
26-7-2022,600.16
5-7-2022,1050
1-3-2023,1500.4
27-8-2021,1200.32
21-1-2021,162.64
4-2-2023,3150
9-6-2021,11.73
20-8-2021,179.2
7-5-2021,60.6
24-12-2021,23.46
10-1-2022,179.2
12-3-2022,143.36
7-6-2021,900.24
16-6-2021,600.16
15-12-2022,600.17
5-10-2021,2100
14-10-2021,203.3
11-2-2021,300.08
18-11-2021,900.24
11-10-2021,600.17
17-6-2021,1800.51
24-2-2022,10.46
5-8-2022,40.66
26-11-2021,15.69
11-4-2021,1500.4
21-11-2021,30.3
2-1-2022,11.73
14-2-2023,600.16
27-12-2022,600.16
2-1-2022,1200.32
19-3-2021,1200.34
12-1-2021,203.3
30-9-2022,203.3
7-11-2021,20.92
8-10-2021,5.23
26-10-2022,40.66
7-6-2022,40.66
12-9-2022,600.16
14-3-2021,1500.4
15-12-2022,5.23
5-8-2021,26.15
26-11-2022,1800.51
10-9-2022,143.36
1-1-2023,35.84
8-3-2022,1200.32
8-3-2021,1500.4
2-6-2022,600.16
9-6-2022,5.23
7-6-2021,600.16
29-11-2021,600.16
30-7-2022,1200.32
9-3-2022,15.15
17-10-2022,203.3
5-7-2021,2400.68
26-4-2021,143.36
7-10-2022,1200.32
7-4-2021,3150
16-9-2022,300.08
18-7-2021,81.32
27-7-2021,15.69
29-1-2023,15.15
7-4-2022,2100
19-10-2022,600.16
1-1-2021,15.69
23-6-2021,1200.32
31-7-2021,81.32
21-3-2022,1500.4
28-5-2022,1200.34
4-2-2021,81.32
25-6-2021,203.3
13-9-2021,600.16
9-7-2022,1500.4
8-12-2022,107.52
8-9-2022,35.84
17-9-2022,300.08
30-10-2022,179.2
6-2-2021,1200.32
9-3-2022,1200.32
13-1-2023,15.69
16-5-2021,3000.85
18-7-2022,900.24
11-7-2021,10.46
28-11-2022,179.2
25-3-2022,300.08
1-1-2023,30.3
8-10-2022,15.69
16-9-2021,1500.4
7-10-2022,23.46
16-8-2021,15.69
9-10-2022,15.69
1-1-2023,10.46
25-9-2022,1200.32
3-10-2022,600.16
21-1-2021,107.52
1-1-2022,23.46
28-11-2022,162.64
15-2-2023,600.17
12-8-2021,1500.4
1-3-2022,1200.32
28-12-2021,10.46
22-1-2022,600.16
16-9-2022,40.66
24-8-2021,1050
30-7-2022,5250
22-4-2022,2100
27-2-2022,58.65
1-10-2021,10.46
7-8-2021,15.69
1-8-2021,1200.32
17-3-2021,5.23
11-7-2022,2400.68
8-10-2021,5.23
12-5-2022,26.15
11-7-2022,300.08
22-2-2021,900.24
20-4-2021,23.46
4-6-2021,71.68
7-2-2023,1500.4
9-12-2022,203.3
19-2-2021,162.64
30-10-2022,600.16
10-2-2023,1050
14-7-2021,81.32
11-1-2022,900.24
26-9-2022,300.08
1-2-2022,179.2
28-2-2023,81.32
26-10-2022,300.08
13-11-2022,10.46
11-6-2021,2400.68
3-12-2022,1500.4
27-7-2022,600.16
8-4-2022,20.92
24-1-2021,121.98
19-8-2022,121.98
25-10-2022,300.08
23-10-2022,1500.4
18-7-2022,58.65
15-5-2021,1500.4
22-5-2021,1200.32
8-12-2021,26.15
2-6-2021,600.16
4-3-2023,1200.34
22-4-2021,1200.32
1-2-2022,1500.4
13-7-2022,15.15
12-8-2022,15.69
26-9-2021,900.24
5-1-2022,23.46
13-11-2021,81.32
14-6-2022,5.23
26-2-2022,162.64
6-2-2023,40.66
2-7-2021,162.64
2-11-2022,1200.32
27-6-2021,143.36
18-5-2021,2400.68
30-7-2022,162.64
9-3-2022,40.66
3-3-2022,600.16
19-12-2021,30.3
31-1-2021,1200.32
22-11-2021,600.16
11-3-2021,1200.32
26-1-2022,35.19
25-11-2021,26.15
10-8-2022,143.36
1-5-2022,1200.32
17-10-2022,203.3
11-8-2021,3150
5-1-2021,20.92
10-9-2022,203.3
15-8-2022,10.46
25-9-2021,300.08
3-8-2022,20.92
15-3-2022,35.84
8-4-2021,30.3
12-6-2021,107.52
16-5-2021,300.08
22-2-2022,81.32
6-8-2021,35.84
18-9-2022,1500.4
13-2-2022,15.69
3-6-2022,1200.32
9-2-2021,1200.32
5-3-2023,1200.32
21-2-2023,58.65
22-12-2022,1200.32
30-7-2022,203.3
23-6-2022,300.08
12-11-2021,162.64
4-2-2021,143.36
12-6-2021,300.08
28-9-2022,10.46
13-6-2022,15.15
29-10-2022,179.2
19-2-2021,30.3
21-3-2022,1200.32
30-11-2022,203.3
29-9-2021,300.08
10-7-2021,1200.32
17-1-2023,30.3
8-3-2023,203.3
15-10-2022,1200.32
12-1-2023,162.64
21-12-2022,162.64
22-6-2021,143.36
29-4-2021,2400.68
7-8-2021,900.24
4-9-2022,5250
20-3-2022,107.52
24-8-2022,179.2
7-2-2022,20.92
25-2-2021,600.16
17-7-2021,300.08
9-12-2022,26.15
16-7-2022,1200.32
14-10-2021,3000.85
1-12-2021,162.64
8-7-2022,1500.4
20-8-2022,900.24
19-4-2021,300.08
1-1-2021,300.08
13-7-2021,1800.51
12-11-2021,143.36
17-6-2022,300.08
5-8-2022,203.3
16-11-2022,3000.85
27-10-2021,900.24
3-5-2022,1200.32
12-2-2022,600.16
9-5-2022,600.16
4-9-2022,600.16
24-7-2022,1500.4
5-9-2021,300.08
17-12-2022,1200.34
8-12-2021,1500.4
4-4-2022,1200.32
31-7-2022,3000.85
4-11-2022,2400.68
27-10-2022,40.66
5-4-2022,900.24
17-2-2021,600.16
18-10-2022,5250
11-3-2021,121.98
21-2-2023,900.24
31-5-2021,26.15
9-6-2021,20.92
7-6-2022,600.16
8-5-2021,20.92
6-5-2022,10.46
20-10-2021,1200.32
19-8-2021,3000.85
19-11-2022,179.2
1-4-2021,300.08
18-5-2021,600.17
30-4-2022,35.19
27-12-2021,11.73
15-10-2022,143.36
9-8-2021,900.24
18-8-2021,46.92
30-11-2021,203.3
29-6-2021,46.92
31-5-2022,107.52
13-2-2023,81.32
29-10-2021,26.15
8-1-2022,600.16
29-12-2021,71.68
1-4-2022,600.16
16-7-2022,26.15
11-2-2021,900.24
16-3-2021,1200.34
28-10-2022,1500.4
1-3-2022,900.24
19-2-2023,1500.4
5-7-2022,3000.85
25-5-2022,40.66
12-2-2021,162.64
20-8-2021,121.98
20-1-2021,3150
10-8-2022,1200.32
17-10-2021,162.64
5-10-2022,203.3
28-6-2022,26.15
2-6-2021,15.69
15-2-2023,143.36
4-3-2021,5.23
10-4-2021,11.73
